,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,7.802178368043757e-06,-0.0,1.0,0.0,7.802178368043757e-06,-0.0,-0.0,-0.0,-0.0,0.0,0.0,7.802178368043762e-06,-0.0,7.802178368043757e-06,7.80217836816553e-06,0.0,-0.0
2,-0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,7.802178368154774e-06,-0.0,-0.0,0.0,-0.0
3,-0.0,1.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0
4,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,-0.0
5,0.0,0.9999973992738773,-0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,2.600726122718407e-06,0.0,0.0,-0.0,0.9999947985477545,-0.0,-0.0,0.0,2.600726122718407e-06
6,-0.0,0.9999921978216318,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,5.2014522454735265e-06,1.0,5.20145224549382e-06,5.201452245493818e-06,0.0,7.802178368189125e-06
7,-0.0,0.999992197821632,-0.0,1.0,0.0,7.802178368154774e-06,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.9999921978216318,-0.0,0.999992197821632,-0.0,0.0,7.802178368189125e-06
8,-0.0,0.9999921978216318,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.9999921978216318,-0.0,-0.0,0.999992197821632,0.0,7.802178368189125e-06
9,-0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0
10,-0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0
11,0.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0
12,1.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0
A,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.802178368154777e-06,0.0,0.0,0.0,0.0
B,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
G,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
H,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
