,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,4.0711528986706046e-06,0.0,-0.0,0.0,0.0,4.0711528986706046e-06,-0.0,-0.0,-0.0,0.9999918576942026,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,2.7141019307817348e-06,-0.0,0.0,-0.0,0.0,2.7141019307817348e-06,-0.0,2.7141019307817348e-06,2.7141019307817348e-06,2.7141019307817348e-06,1.0,0.0,2.7141019306707124e-06,0.0,5.4282038615634695e-06,-0.0,2.7141019307817348e-06,5.428203861618981e-06
3,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.9999950858152293,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,-0.0,2.200082839900591e-06,0.0,-0.0,0.0,-0.0,0.9999972858980692,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.6282867014508555e-06
5,-0.0,0.9999972858980692,0.0,-0.0,0.0,-0.0,0.9999972858980692,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,-0.0,0.9999972858980692,0.0,-0.0,0.0,-0.0,0.9999972858980692,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
7,0.0,0.9999972858980692,0.0,-0.0,0.0,-0.0,0.9999972858980692,-0.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,-0.0
8,-0.0,0.9999972858980692,0.0,-0.0,0.0,-0.0,0.9999972858980692,-0.0,0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0
9,-0.0,0.9999972858980692,0.0,-0.0,0.0,1.0,0.9999972858980692,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
10,-0.0,0.9999972858980692,0.0,0.0,0.0,-0.0,0.9999972858980691,-0.0,-0.0,-0.0,1.0,0.0,2.7141019305870154e-06,-0.0,-0.0,-0.0,-0.0,1.0
11,1.0,0.9999972858980692,0.0,-0.0,0.0,-0.0,0.9999972858980692,0.9999972858980692,-0.0,-0.0,1.0,0.0,2.7141019305870154e-06,-0.0,-0.0,-0.0,-0.0,1.0
12,1.0,0.9999972858980692,0.0,-0.0,0.0,-0.0,0.9999972858980692,-0.0,-0.0,-0.0,1.0,0.0,2.71410193055969e-06,-0.0,-0.0,-0.0,1.0,1.0
B,0.0,0.9999972858980692,0.0,0.0,0.0,0.0,0.9999972858980692,0.0,0.0,0.0,1.0,0.0,2.7141019305343406e-06,0.0,0.0,0.0,0.0,1.0
N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.714101930645363e-06,0.0,0.0,0.0,0.0,0.0
O,0.0,0.9999972858980692,0.0,0.0,0.0,0.0,0.9999972858980692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.714101930756385e-06,0.0,0.0,0.0
Q,0.0,0.9999972858980692,0.0,0.0,0.0,0.0,0.9999972858980692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
