,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.0,1.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,3.814697265625e-06
5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,7.61165607493508e-06
6,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,3.8058280374952957e-06,1.0,-0.0,0.0,3.8058280374952957e-06,-0.0,3.8058280374952957e-06,1.0,-0.0
7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,3.805828037162229e-06,0.0,-0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0
8,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,0.9999930803126582,6.919687341499805e-06,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
9,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.9999930803126582,1.0,6.919687341839837e-06
10,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.9999923883439251,0.0,0.9999923883439251,-0.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0
11,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,7.611656074879569e-06,0.0,7.611656074879569e-06,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,3.79611412091083e-06
13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.91968733090853e-07,8.3036248078594e-06,0.0,8.3036248078594e-06,0.9999993080312669,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,7.61165607493069e-06
14,0.0,1.0,0.0,1.0,1.0,0.0,6.9196873415222624e-06,-0.0,-0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,1.0,-0.0
15,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,7.611656074879569e-06,0.0,7.611656074879569e-06,1.0,1.0,0.0,-0.0,1.0,-0.0,1.0,1.0,3.796958809307121e-06
16,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,7.611656074879569e-06,0.0,7.611656074879569e-06,1.0,1.0,0.0,0.0,1.0,-0.0,1.0,1.0,7.61165607493069e-06
17,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.0,1.0,-0.0,1.0,1.0,7.61165607493069e-06
C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9999923883439251,0.0,0.9999923883439251,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
G,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.611656074879569e-06
H,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.919687341788716e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.611656074879569e-06
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
