,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,0.0
2,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0
3,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0
4,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0
5,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,3.814697265625e-06
6,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,3.814697265625e-06,-0.0,-0.0
7,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,5.0862630206282876e-06,1.0,0.0,1.0,0.0,0.9999949243333605,1.0,-0.0,-0.0,5.07566663954244e-06
8,1.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,0.9999949137369791,1.0,-0.0,-0.0,5.0862630208354676e-06
9,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,0.9999949137369791,1.0,0.9999949137369791,-0.0,5.0862630208354676e-06
10,-0.0,-0.0,1.0,0.0,5.431929765514234e-06,0.0,0.0,-0.0,-0.0,0.9999949137369791,1.0,-0.0,1.0,0.0,0.9999949137369791,1.0,0.9999949137369791,-0.0,5.0862630208354676e-06
11,-0.0,1.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,5.086263020835474e-06,-0.0
12,-0.0,0.9999949137369792,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9999949137369791,1.0,-0.0,1.0,0.0,0.9999949137369791,1.0,0.9999949137369791,5.741991723576826e-06,5.0862630208354676e-06
13,-0.0,0.9999910857424967,1.0,0.0,0.9999910857424967,0.0,0.0,-0.0,-0.0,0.9999910857424967,1.0,-0.0,1.0,0.0,0.9999910857424967,1.0,0.9999910857424967,-0.0,8.914257503330892e-06
14,-0.0,0.0,1.0,0.0,3.4823277378168123e-06,0.0,0.0,-0.0,1.0,0.9999910857424967,1.0,-0.0,1.0,0.0,0.9999910857424966,1.0,0.9999910857424967,-0.0,8.914257503330892e-06
15,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.0,-0.0
16,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9999949137369791,1.0,-0.0,1.0,0.0,0.9999949137369791,1.0,0.9999949137369791,1.0,5.0862630208354676e-06
17,5.0862630210000495e-06,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,1.0
A,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
B,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
D,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9999910857424966,1.0,0.0,0.0,0.0
G,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.086263020870341e-06,0.0
