,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.0,1.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
3,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.3683688579997005e-06
5,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,0.999994939858076,-0.0,-0.0,5.06014192375172e-06,-0.0,2.3683688579997005e-06
6,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,2.3683688579997005e-06,-0.0
7,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,4.998881694624851e-06
8,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,2.735409478269207e-06,0.0,2.735409478269207e-06,2.735409478269207e-06,1.0,-0.0,-0.0,-0.0,0.0,1.0,2.735409478269207e-06,7.428510782044202e-06
9,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,6.325177405039808e-06,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,7.428510782044202e-06
10,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.9999925714892179,0.0,-0.0,6.325177405039808e-06,1.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,7.428510782044202e-06
11,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,1.0,0.9999925714892179,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9999936748225955,0.9999925714892179,0.0,-0.0,6.325177404584491e-06,1.0,-0.0,5.060141924031847e-06,0.0,-0.0,0.999994939858076,0.999994939858076,7.428510782044202e-06
13,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.9999925714892179,0.0,0.9999925714892179,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,3.633404338926707e-06
14,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,6.325177405039808e-06,1.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,3.633404338926707e-06
15,0.0,1.0,0.0,1.0,1.0,0.0,0.9999936748225946,-0.0,-0.0,0.0,-0.0,6.325177405053014e-06,1.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,3.633404338926707e-06
16,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,0.0,7.4285107820870585e-06,7.428510781676621e-06,1.0,-0.0,0.0,1.0,-0.0,1.0,1.0,7.428510782044202e-06
17,0.0,1.0,0.0,1.0,1.0,0.0,7.428510781676621e-06,-0.0,0.0,0.0,7.4285107820870585e-06,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,1.0,7.428510782044202e-06
C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9999925714892179,0.0,0.9999925714892179,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
G,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.4285107820593055e-06
H,0.0,1.0,0.0,0.9999925714892179,0.9999925714892179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999925714892179,0.0,0.0
J,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.4285107820593055e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.4285107820593055e-06
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
