,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1.0,0.0,-0.0,0.0,2.041233659906817e-06,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,1.0,0.0,0.9999923431862745,0.0,-0.0,1.0,0.0,7.65181372548323e-06,-0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
5,0.0,1.0,0.0,0.9999923431862745,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
6,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
7,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,0.9999923431862745,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.659303956397262e-06
8,0.0,1.0,0.0,-0.0,0.0,0.99999796001634,1.0,-0.0,-0.0,0.9999923406862745,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,3.5743464055285057e-06
9,-0.0,1.0,0.0,0.9999923407406224,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0
10,1.0,1.0,0.0,0.9999923456862745,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0
11,-0.0,1.0,0.0,0.9999923440196079,0.0,-0.0,1.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
12,1.0,1.0,0.0,0.9999923440196079,0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
B,0.0,1.0,0.0,0.9999923440196078,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,1.0,0.0,0.9999923414555053,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
